Latitude,Longitude,PayloadMass,LandingOutcome,Orbit_ES-L1,Orbit_GEO,Orbit_GTO,Orbit_HCO,Orbit_HEO,Orbit_ISS,Orbit_LEO,Orbit_MEO,Orbit_PO,Orbit_SSO,Orbit_TLI,Orbit_VLEO,LaunchSite_CCSFS SLC 40,LaunchSite_KSC LC 39A,LaunchSite_VAFB SLC 4E,Booster_Falcon 9,Booster_Falcon Heavy
28.6080585,-80.6039558,12259.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
28.6080585,-80.6039558,6000.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
28.5618571,-80.577366,2482.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,13200.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
34.632093,-120.610829,1425.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
28.6080585,-80.6039558,600.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
28.5618571,-80.577366,2227.7,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,5000.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,6800.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,15600.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,1977.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
28.6080585,-80.6039558,15600.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.6080585,-80.6039558,9525.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,3880.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,1600.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,3681.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
34.632093,-120.610829,1440.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,2972.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
28.5618571,-80.577366,7000.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,3500.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,15600.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,13520.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,15600.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,3328.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
28.5618571,-80.577366,7000.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,3681.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
34.632093,-120.610829,15600.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
28.6080585,-80.6039558,12519.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
34.632093,-120.610829,670.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
28.6080585,-80.6039558,330.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
28.5618571,-80.577366,3500.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,2240.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,3938.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34.632093,-120.610829,2200.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
28.5618571,-80.577366,700.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,3500.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,678.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34.632093,-120.610829,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.6080585,-80.6039558,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28.5618571,-80.577366,13260.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
